порядковый номер броневика,устройство,дата-время прибытия,дата-время отъезда
6,688343,2022-09-16 13:25:41.400000,2022-09-16 13:35:41.400000
6,606076,2022-09-16 13:39:55.800000,2022-09-16 13:49:55.800000
6,619726,2022-09-16 14:00:58.800000,2022-09-16 14:10:58.800000
6,607045,2022-09-16 14:29:21,2022-09-16 14:39:21
6,634754,2022-09-16 14:49:58.200000,2022-09-16 14:59:58.200000
6,652824,2022-09-16 15:14:33,2022-09-16 15:24:33
6,606556,2022-09-16 16:35:54.600000,2022-09-16 16:45:54.600000
6,608567,2022-09-16 17:26:01.800000,2022-09-16 17:36:01.800000
7,635245,2022-09-16 09:00:00,2022-09-16 09:10:00
7,646769,2022-09-16 09:46:15.600000,2022-09-16 09:56:15.600000
7,698970,2022-09-16 09:59:33.600000,2022-09-16 10:09:33.600000
7,634837,2022-09-16 10:51:34.199999999,2022-09-16 11:01:34.199999999
7,667145,2022-09-16 11:21:06,2022-09-16 11:31:06
7,667111,2022-09-16 12:05:06.600000,2022-09-16 12:15:06.600000
7,607722,2022-09-16 12:37:51,2022-09-16 12:47:51
7,628613,2022-09-16 12:53:27,2022-09-16 13:03:27
7,635733,2022-09-16 13:11:13.800000,2022-09-16 13:21:13.800000
7,627773,2022-09-16 13:26:13.800000,2022-09-16 13:36:13.800000
7,644016,2022-09-16 13:56:27.600000,2022-09-16 14:06:27.600000
7,634827,2022-09-16 14:24:52.800000,2022-09-16 14:34:52.800000
7,646784,2022-09-16 14:56:16.800000,2022-09-16 15:06:16.800000
7,634827,2022-09-16 15:27:40.800000,2022-09-16 15:37:40.800000
7,648147,2022-09-16 16:21:47.400000,2022-09-16 16:31:47.400000
7,644408,2022-09-16 16:48:56.400000,2022-09-16 16:58:56.400000
7,644734,2022-09-16 17:19:30.600000,2022-09-16 17:29:30.600000
7,669210,2022-09-16 17:35:07.800000,2022-09-16 17:45:07.800000
7,682774,2022-09-16 18:18:51.600000,2022-09-16 18:28:51.600000
7,627773,2022-09-16 18:43:58.200000,2022-09-16 18:53:58.200000
7,644729,2022-09-16 19:19:57,2022-09-16 19:29:57
0,634652,2022-09-17 09:00:00,2022-09-17 09:10:00
0,677551,2022-09-17 09:19:49.200000,2022-09-17 09:29:49.200000
0,407025,2022-09-17 09:49:56.400000,2022-09-17 09:59:56.400000
0,644825,2022-09-17 10:10:49.800000,2022-09-17 10:20:49.800000
0,609492,2022-09-17 10:45:56.400000,2022-09-17 10:55:56.400000
0,630526,2022-09-17 11:10:10.200000,2022-09-17 11:20:10.200000
0,623324,2022-09-17 11:22:44.400000,2022-09-17 11:32:44.400000
0,662045,2022-09-17 11:34:15,2022-09-17 11:44:15
0,680606,2022-09-17 12:08:31.200000,2022-09-17 12:18:31.200000
0,619644,2022-09-17 13:26:26.400000,2022-09-17 13:36:26.400000
1,607707,2022-09-17 09:00:00,2022-09-17 09:10:00
1,607575,2022-09-17 10:01:13.800000,2022-09-17 10:11:13.800000
1,607563,2022-09-17 10:25:31.200000,2022-09-17 10:35:31.200000
1,677517,2022-09-17 10:40:42.600000,2022-09-17 10:50:42.600000
1,689147,2022-09-17 10:52:56.400000,2022-09-17 11:02:56.400000
1,607567,2022-09-17 11:08:37.200000,2022-09-17 11:18:37.200000
1,635522,2022-09-17 11:23:10.200000,2022-09-17 11:33:10.200000
1,677564,2022-09-17 12:06:55.800000,2022-09-17 12:16:55.800000
1,607562,2022-09-17 13:08:48,2022-09-17 13:18:48
1,619220,2022-09-17 13:49:18.600000,2022-09-17 13:59:18.600000
1,607707,2022-09-17 14:45:43.800000,2022-09-17 14:55:43.800000
2,634697,2022-09-17 09:00:00,2022-09-17 09:10:00
2,605369,2022-09-17 09:13:51,2022-09-17 09:23:51
2,634697,2022-09-17 09:28:22.800000,2022-09-17 09:38:22.800000
2,634756,2022-09-17 09:43:20.400000,2022-09-17 09:53:20.400000
2,633142,2022-09-17 09:58:17.400000,2022-09-17 10:08:17.400000
2,698638,2022-09-17 10:11:55.800000,2022-09-17 10:21:55.800000
2,652820,2022-09-17 10:50:34.199999999,2022-09-17 11:00:34.199999999
2,644880,2022-09-17 11:16:34.800000,2022-09-17 11:26:34.800000
2,628883,2022-09-17 11:39:49.800000,2022-09-17 11:49:49.800000
2,662904,2022-09-17 11:57:09.600000,2022-09-17 12:07:09.600000
2,607798,2022-09-17 12:22:25.800000,2022-09-17 12:32:25.800000
2,605368,2022-09-17 12:34:45,2022-09-17 12:44:45
2,635784,2022-09-17 12:50:39,2022-09-17 13:00:39
2,606057,2022-09-17 13:04:16.200000,2022-09-17 13:14:16.200000
2,629725,2022-09-17 13:19:01.800000,2022-09-17 13:29:01.800000
2,606012,2022-09-17 13:38:05.400000,2022-09-17 13:48:05.400000
2,664157,2022-09-17 13:53:23.400000,2022-09-17 14:03:23.400000
2,636061,2022-09-17 14:05:36,2022-09-17 14:15:36
2,636078,2022-09-17 14:20:34.800000,2022-09-17 14:30:34.800000
2,406596,2022-09-17 14:33:36.600000,2022-09-17 14:43:36.600000
2,672061,2022-09-17 14:47:22.200000,2022-09-17 14:57:22.200000
2,605373,2022-09-17 15:02:48,2022-09-17 15:12:48
2,664161,2022-09-17 15:16:03.600000,2022-09-17 15:26:03.600000
2,634756,2022-09-17 15:32:02.400000,2022-09-17 15:42:02.400000
2,609850,2022-09-17 15:49:24,2022-09-17 15:59:24
2,609340,2022-09-17 16:01:13.200000,2022-09-17 16:11:13.200000
2,609850,2022-09-17 16:12:59.400000,2022-09-17 16:22:59.400000
2,609833,2022-09-17 16:32:02.400000,2022-09-17 16:42:02.400000
2,637522,2022-09-17 16:49:39,2022-09-17 16:59:39
2,690848,2022-09-17 17:06:06,2022-09-17 17:16:06
2,607504,2022-09-17 17:28:55.800000,2022-09-17 17:38:55.800000
2,637196,2022-09-17 17:48:46.800000,2022-09-17 17:58:46.800000
2,608555,2022-09-17 18:05:18,2022-09-17 18:15:18
3,636091,2022-09-17 09:00:00,2022-09-17 09:10:00
3,688352,2022-09-17 09:11:06.600000,2022-09-17 09:21:06.600000
3,682780,2022-09-17 09:22:42.600000,2022-09-17 09:32:42.600000
3,637548,2022-09-17 09:42:22.800000,2022-09-17 09:52:22.800000
3,622415,2022-09-17 10:03:53.400000,2022-09-17 10:13:53.400000
3,646728,2022-09-17 10:25:58.200000,2022-09-17 10:35:58.200000
3,677911,2022-09-17 10:43:28.800000,2022-09-17 10:53:28.800000
3,619616,2022-09-17 11:05:09.600000,2022-09-17 11:15:09.600000
3,698628,2022-09-17 11:28:25.200000,2022-09-17 11:38:25.200000
3,623325,2022-09-17 11:56:40.200000,2022-09-17 12:06:40.200000
3,627726,2022-09-17 12:31:03.600000,2022-09-17 12:41:03.600000
3,664734,2022-09-17 12:43:03.600000,2022-09-17 12:53:03.600000
3,607539,2022-09-17 13:10:09.600000,2022-09-17 13:20:09.600000
3,688219,2022-09-17 13:29:19.800000,2022-09-17 13:39:19.800000
3,607530,2022-09-17 13:44:31.800000,2022-09-17 13:54:31.800000
3,607537,2022-09-17 14:03:22.800000,2022-09-17 14:13:22.800000
3,689139,2022-09-17 14:28:26.400000,2022-09-17 14:38:26.400000
3,616466,2022-09-17 14:43:16.200000,2022-09-17 14:53:16.200000
3,608072,2022-09-17 15:10:53.400000,2022-09-17 15:20:53.400000
3,687643,2022-09-17 15:23:51,2022-09-17 15:33:51
4,635286,2022-09-17 09:00:00,2022-09-17 09:10:00
4,680328,2022-09-17 09:16:26.400000,2022-09-17 09:26:26.400000
4,609943,2022-09-17 09:28:31.800000,2022-09-17 09:38:31.800000
4,635724,2022-09-17 09:41:29.400000,2022-09-17 09:51:29.400000
4,645387,2022-09-17 09:53:10.200000,2022-09-17 10:03:10.200000
4,406139,2022-09-17 10:17:15,2022-09-17 10:27:15
4,646739,2022-09-17 10:31:33,2022-09-17 10:41:33
4,699091,2022-09-17 10:57:18.600000,2022-09-17 11:07:18.600000
4,607036,2022-09-17 11:20:21.600000,2022-09-17 11:30:21.600000
4,635250,2022-09-17 11:54:36.600000,2022-09-17 12:04:36.600000
4,691498,2022-09-17 12:21:36,2022-09-17 12:31:36
4,606597,2022-09-17 12:50:09.600000,2022-09-17 13:00:09.600000
4,687619,2022-09-17 13:11:37.800000,2022-09-17 13:21:37.800000
4,607025,2022-09-17 13:31:48,2022-09-17 13:41:48
4,662496,2022-09-17 13:46:14.400000,2022-09-17 13:56:14.400000
4,669453,2022-09-17 14:01:45,2022-09-17 14:11:45
4,606521,2022-09-17 14:18:30,2022-09-17 14:28:30
4,636041,2022-09-17 14:31:35.400000,2022-09-17 14:41:35.400000
4,635504,2022-09-17 14:53:46.200000,2022-09-17 15:03:46.200000
4,688376,2022-09-17 15:12:17.400000,2022-09-17 15:22:17.400000
4,639707,2022-09-17 15:25:18.600000,2022-09-17 15:35:18.600000
5,623326,2022-09-17 09:00:00,2022-09-17 09:10:00
5,662494,2022-09-17 09:22:00,2022-09-17 09:32:00
5,606537,2022-09-17 09:59:46.800000,2022-09-17 10:09:46.800000
5,649929,2022-09-17 10:30:44.400000,2022-09-17 10:40:44.400000
5,649803,2022-09-17 10:43:28.200000,2022-09-17 10:53:28.200000
5,646857,2022-09-17 10:55:04.200000,2022-09-17 11:05:04.200000
5,636462,2022-09-17 11:21:31.800000,2022-09-17 11:31:31.800000
5,683744,2022-09-17 11:46:53.400000,2022-09-17 11:56:53.400000
5,676996,2022-09-17 12:01:24.600000,2022-09-17 12:11:24.600000
5,676352,2022-09-17 12:16:11.400000,2022-09-17 12:26:11.400000
5,636066,2022-09-17 12:32:00.600000,2022-09-17 12:42:00.600000
5,686154,2022-09-17 12:48:28.800000,2022-09-17 12:58:28.800000
5,698699,2022-09-17 13:03:57,2022-09-17 13:13:57
5,698735,2022-09-17 13:21:17.400000,2022-09-17 13:31:17.400000
5,605365,2022-09-17 13:37:12.600000,2022-09-17 13:47:12.600000
5,659670,2022-09-17 13:53:58.800000,2022-09-17 14:03:58.800000
5,637189,2022-09-17 14:10:49.200000,2022-09-17 14:20:49.200000
5,699578,2022-09-17 14:23:37.800000,2022-09-17 14:33:37.800000
5,634024,2022-09-17 14:37:48.600000,2022-09-17 14:47:48.600000
5,634022,2022-09-17 14:55:37.800000,2022-09-17 15:05:37.800000
5,683789,2022-09-17 15:17:32.400000,2022-09-17 15:27:32.400000
5,683128,2022-09-17 15:30:29.400000,2022-09-17 15:40:29.400000
5,661919,2022-09-17 15:45:00,2022-09-17 15:55:00
5,637188,2022-09-17 16:12:53.400000,2022-09-17 16:22:53.400000
5,677914,2022-09-17 16:29:22.200000,2022-09-17 16:39:22.200000
6,645353,2022-09-17 09:00:00,2022-09-17 09:10:00
6,683721,2022-09-17 09:11:48,2022-09-17 09:21:48
6,682276,2022-09-17 10:03:51.600000,2022-09-17 10:13:51.600000
6,622412,2022-09-17 10:21:52.800000,2022-09-17 10:31:52.800000
6,609992,2022-09-17 10:37:23.400000,2022-09-17 10:47:23.400000
6,657385,2022-09-17 10:56:05.400000,2022-09-17 11:06:05.400000
6,635266,2022-09-17 11:22:39,2022-09-17 11:32:39
6,622464,2022-09-17 11:46:21.600000,2022-09-17 11:56:21.600000
6,688899,2022-09-17 12:06:51.600000,2022-09-17 12:16:51.600000
6,634812,2022-09-17 12:36:55.800000,2022-09-17 12:46:55.800000
6,698938,2022-09-17 12:53:21.600000,2022-09-17 13:03:21.600000
6,634903,2022-09-17 13:11:27.600000,2022-09-17 13:21:27.600000
6,629593,2022-09-17 13:37:33,2022-09-17 13:47:33
6,606182,2022-09-17 14:12:23.400000,2022-09-17 14:22:23.400000
6,658366,2022-09-17 14:35:36.600000,2022-09-17 14:45:36.600000
6,659561,2022-09-17 15:41:26.400000,2022-09-17 15:51:26.400000
6,607087,2022-09-17 15:53:03,2022-09-17 16:03:03
6,607090,2022-09-17 16:38:17.400000,2022-09-17 16:48:17.400000
6,607023,2022-09-17 16:55:54.600000,2022-09-17 17:05:54.600000
6,609954,2022-09-17 17:48:52.200000,2022-09-17 17:58:52.200000
6,658366,2022-09-17 18:30:33.600000,2022-09-17 18:40:33.600000
7,619228,2022-09-17 09:00:00,2022-09-17 09:10:00
7,662089,2022-09-17 09:14:39,2022-09-17 09:24:39
7,636713,2022-09-17 09:54:12.600000,2022-09-17 10:04:12.600000
7,663710,2022-09-17 10:19:49.200000,2022-09-17 10:29:49.200000
7,622398,2022-09-17 10:47:54.600000,2022-09-17 10:57:54.600000
7,661115,2022-09-17 11:23:34.800000,2022-09-17 11:33:34.800000
7,639728,2022-09-17 11:54:11.400000,2022-09-17 12:04:11.400000
7,634930,2022-09-17 12:22:39.600000,2022-09-17 12:32:39.600000
7,659667,2022-09-17 13:09:51.600000,2022-09-17 13:19:51.600000
7,645942,2022-09-17 13:35:09.600000,2022-09-17 13:45:09.600000
7,634690,2022-09-17 13:51:07.200000,2022-09-17 14:01:07.200000
7,687413,2022-09-17 14:11:23.400000,2022-09-17 14:21:23.400000
7,634814,2022-09-17 14:33:20.400000,2022-09-17 14:43:20.400000
7,635215,2022-09-17 15:00:48.600000,2022-09-17 15:10:48.600000
7,606137,2022-09-17 15:29:19.200000,2022-09-17 15:39:19.200000
7,659620,2022-09-17 15:54:31.800000,2022-09-17 16:04:31.800000
7,688225,2022-09-17 16:14:30.600000,2022-09-17 16:24:30.600000
7,648248,2022-09-17 16:33:18.600000,2022-09-17 16:43:18.600000
7,698650,2022-09-17 16:59:46.800000,2022-09-17 17:09:46.800000
7,688355,2022-09-17 17:13:29.400000,2022-09-17 17:23:29.400000
7,698955,2022-09-17 17:24:49.200000,2022-09-17 17:34:49.200000
7,622465,2022-09-17 17:43:55.200000,2022-09-17 17:53:55.200000
0,637527,2022-09-18 09:00:00,2022-09-18 09:10:00
0,608074,2022-09-18 09:21:22.200000,2022-09-18 09:31:22.200000
0,622450,2022-09-18 09:32:50.400000,2022-09-18 09:42:50.400000
0,636474,2022-09-18 10:00:46.200000,2022-09-18 10:10:46.200000
0,606118,2022-09-18 10:16:31.800000,2022-09-18 10:26:31.800000
0,688338,2022-09-18 10:37:39.600000,2022-09-18 10:47:39.600000
0,606068,2022-09-18 10:50:06.600000,2022-09-18 11:00:06.600000
0,634775,2022-09-18 11:06:10.200000,2022-09-18 11:16:10.200000
0,636759,2022-09-18 11:18:30,2022-09-18 11:28:30
0,636079,2022-09-18 11:33:16.800000,2022-09-18 11:43:16.800000
0,616478,2022-09-18 11:47:32.400000,2022-09-18 11:57:32.400000
0,606155,2022-09-18 12:00:39.600000,2022-09-18 12:10:39.600000
0,644831,2022-09-18 12:17:12,2022-09-18 12:27:12
0,689114,2022-09-18 12:29:04.800000,2022-09-18 12:39:04.800000
0,688856,2022-09-18 12:46:06,2022-09-18 12:56:06
0,606162,2022-09-18 13:00:23.400000,2022-09-18 13:10:23.400000
0,606127,2022-09-18 13:19:58.800000,2022-09-18 13:29:58.800000
0,605329,2022-09-18 13:33:56.400000,2022-09-18 13:43:56.400000
0,608061,2022-09-18 13:50:57,2022-09-18 14:00:57
1,605377,2022-09-18 09:00:00,2022-09-18 09:10:00
1,637517,2022-09-18 09:18:55.800000,2022-09-18 09:28:55.800000
1,695148,2022-09-18 09:34:56.400000,2022-09-18 09:44:56.400000
1,628655,2022-09-18 09:52:25.200000,2022-09-18 10:02:25.200000
1,637505,2022-09-18 10:08:37.800000,2022-09-18 10:18:37.800000
1,637187,2022-09-18 10:24:37.800000,2022-09-18 10:34:37.800000
1,609108,2022-09-18 10:44:06,2022-09-18 10:54:06
1,659684,2022-09-18 10:55:28.800000,2022-09-18 11:05:28.800000
1,637191,2022-09-18 11:12:09.600000,2022-09-18 11:22:09.600000
1,665298,2022-09-18 11:24:33.600000,2022-09-18 11:34:33.600000
1,629806,2022-09-18 11:37:10.200000,2022-09-18 11:47:10.200000
1,606120,2022-09-18 11:57:01.200000,2022-09-18 12:07:01.200000
1,607729,2022-09-18 12:08:51.600000,2022-09-18 12:18:51.600000
1,680322,2022-09-18 12:22:22.200000,2022-09-18 12:32:22.200000
1,640050,2022-09-18 12:40:16.200000,2022-09-18 12:50:16.200000
1,640031,2022-09-18 12:54:38.400000,2022-09-18 13:04:38.400000
1,659675,2022-09-18 13:07:29.400000,2022-09-18 13:17:29.400000
1,633294,2022-09-18 13:22:19.200000,2022-09-18 13:32:19.200000
1,637503,2022-09-18 13:40:42.600000,2022-09-18 13:50:42.600000
1,634721,2022-09-18 14:00:55.800000,2022-09-18 14:10:55.800000
1,636072,2022-09-18 14:14:01.800000,2022-09-18 14:24:01.800000
1,623319,2022-09-18 14:29:48,2022-09-18 14:39:48
1,636069,2022-09-18 14:45:41.400000,2022-09-18 14:55:41.400000
2,644585,2022-09-18 09:00:00,2022-09-18 09:10:00
2,635529,2022-09-18 09:28:01.800000,2022-09-18 09:38:01.800000
2,627720,2022-09-18 09:43:37.200000,2022-09-18 09:53:37.200000
2,676488,2022-09-18 10:04:40.800000,2022-09-18 10:14:40.800000
2,606501,2022-09-18 10:25:34.199999999,2022-09-18 10:35:34.199999999
2,699099,2022-09-18 10:40:57.600000,2022-09-18 10:50:57.600000
2,688361,2022-09-18 10:52:48,2022-09-18 11:02:48
2,634759,2022-09-18 11:04:34.800000,2022-09-18 11:14:34.800000
2,606524,2022-09-18 11:16:20.400000,2022-09-18 11:26:20.400000
2,635581,2022-09-18 11:29:10.200000,2022-09-18 11:39:10.200000
2,607034,2022-09-18 11:43:42,2022-09-18 11:53:42
2,638488,2022-09-18 12:01:16.800000,2022-09-18 12:11:16.800000
2,669302,2022-09-18 12:19:41.400000,2022-09-18 12:29:41.400000
2,606540,2022-09-18 12:37:31.800000,2022-09-18 12:47:31.800000
2,644862,2022-09-18 12:54:45.600000,2022-09-18 13:04:45.600000
2,636533,2022-09-18 13:23:21,2022-09-18 13:33:21
2,622218,2022-09-18 13:38:46.200000,2022-09-18 13:48:46.200000
2,688323,2022-09-18 13:56:14.400000,2022-09-18 14:06:14.400000
2,609344,2022-09-18 14:07:29.400000,2022-09-18 14:17:29.400000
2,609999,2022-09-18 14:22:01.200000,2022-09-18 14:32:01.200000
2,666582,2022-09-18 14:49:54,2022-09-18 14:59:54
2,636405,2022-09-18 15:11:15,2022-09-18 15:21:15
2,682788,2022-09-18 15:24:40.200000,2022-09-18 15:34:40.200000
2,634955,2022-09-18 15:40:48.600000,2022-09-18 15:50:48.600000
2,682235,2022-09-18 15:57:30,2022-09-18 16:07:30
2,606185,2022-09-18 16:12:28.200000,2022-09-18 16:22:28.200000
2,609172,2022-09-18 16:27:59.400000,2022-09-18 16:37:59.400000
2,634936,2022-09-18 16:41:55.800000,2022-09-18 16:51:55.800000
2,634798,2022-09-18 16:53:33,2022-09-18 17:03:33
2,622396,2022-09-18 17:10:48.600000,2022-09-18 17:20:48.600000
2,616654,2022-09-18 17:25:16.200000,2022-09-18 17:35:16.200000
2,693072,2022-09-18 17:45:59.400000,2022-09-18 17:55:59.400000
2,661906,2022-09-18 18:19:42,2022-09-18 18:29:42
3,619708,2022-09-18 09:00:00,2022-09-18 09:10:00
3,634558,2022-09-18 10:16:54,2022-09-18 10:26:54
3,619199,2022-09-18 10:39:44.400000,2022-09-18 10:49:44.400000
3,622460,2022-09-18 11:15:06.600000,2022-09-18 11:25:06.600000
3,635507,2022-09-18 12:03:09,2022-09-18 12:13:09
3,686146,2022-09-18 12:13:48,2022-09-18 12:23:48
3,648591,2022-09-18 12:27:55.800000,2022-09-18 12:37:55.800000
3,640035,2022-09-18 12:44:06,2022-09-18 12:54:06
3,622387,2022-09-18 13:08:12,2022-09-18 13:18:12
3,634895,2022-09-18 13:23:57,2022-09-18 13:33:57
3,682273,2022-09-18 13:39:25.800000,2022-09-18 13:49:25.800000
3,661116,2022-09-18 13:54:21.600000,2022-09-18 14:04:21.600000
3,635299,2022-09-18 14:12:03.600000,2022-09-18 14:22:03.600000
3,606103,2022-09-18 14:29:19.800000,2022-09-18 14:39:19.800000
3,622444,2022-09-18 14:44:14.400000,2022-09-18 14:54:14.400000
3,682231,2022-09-18 14:56:40.800000,2022-09-18 15:06:40.800000
3,634905,2022-09-18 15:10:43.200000,2022-09-18 15:20:43.200000
3,645343,2022-09-18 15:59:48,2022-09-18 16:09:48
3,636058,2022-09-18 16:25:34.199999999,2022-09-18 16:35:34.199999999
3,688226,2022-09-18 16:37:14.400000,2022-09-18 16:47:14.400000
4,635244,2022-09-18 09:00:00,2022-09-18 09:10:00
4,682747,2022-09-18 09:52:38.400000,2022-09-18 10:02:38.400000
4,634785,2022-09-18 10:07:13.800000,2022-09-18 10:17:13.800000
4,687657,2022-09-18 10:25:58.800000,2022-09-18 10:35:58.800000
4,648891,2022-09-18 10:41:00.600000,2022-09-18 10:51:00.600000
4,687657,2022-09-18 10:56:01.200000,2022-09-18 11:06:01.200000
4,648891,2022-09-18 11:11:03,2022-09-18 11:21:03
4,680605,2022-09-18 11:31:07.200000,2022-09-18 11:41:07.200000
4,649727,2022-09-18 11:47:12.600000,2022-09-18 11:57:12.600000
4,658922,2022-09-18 12:02:30.600000,2022-09-18 12:12:30.600000
4,648764,2022-09-18 12:19:11.400000,2022-09-18 12:29:11.400000
4,644466,2022-09-18 12:32:43.200000,2022-09-18 12:42:43.200000
4,616776,2022-09-18 12:55:21,2022-09-18 13:05:21
4,636049,2022-09-18 13:05:42,2022-09-18 13:15:42
4,635757,2022-09-18 13:32:25.200000,2022-09-18 13:42:25.200000
4,634803,2022-09-18 13:59:53.400000,2022-09-18 14:09:53.400000
4,628973,2022-09-18 14:17:39.600000,2022-09-18 14:27:39.600000
4,636044,2022-09-18 14:36:07.800000,2022-09-18 14:46:07.800000
4,661445,2022-09-18 14:53:12.600000,2022-09-18 15:03:12.600000
4,677505,2022-09-18 15:09:44.400000,2022-09-18 15:19:44.400000
4,607506,2022-09-18 15:24:13.200000,2022-09-18 15:34:13.200000
4,678299,2022-09-18 15:43:17.400000,2022-09-18 15:53:17.400000
4,619508,2022-09-18 15:56:52.200000,2022-09-18 16:06:52.200000
4,649806,2022-09-18 16:10:52.200000,2022-09-18 16:20:52.200000
4,646785,2022-09-18 16:27:13.200000,2022-09-18 16:37:13.200000
4,629807,2022-09-18 16:46:32.400000,2022-09-18 16:56:32.400000
4,634828,2022-09-18 17:02:11.400000,2022-09-18 17:12:11.400000
4,634763,2022-09-18 17:21:33,2022-09-18 17:31:33
5,606531,2022-09-18 09:00:00,2022-09-18 09:10:00
5,689143,2022-09-18 09:16:17.400000,2022-09-18 09:26:17.400000
5,687690,2022-09-18 09:29:47.400000,2022-09-18 09:39:47.400000
5,689143,2022-09-18 09:43:05.400000,2022-09-18 09:53:05.400000
5,677547,2022-09-18 10:44:41.400000,2022-09-18 10:54:41.400000
5,608096,2022-09-18 11:03:35.400000,2022-09-18 11:13:35.400000
5,644797,2022-09-18 11:19:52.800000,2022-09-18 11:29:52.800000
5,688267,2022-09-18 12:23:34.199999999,2022-09-18 12:33:34.199999999
5,629748,2022-09-18 13:21:26.400000,2022-09-18 13:31:26.400000
5,619724,2022-09-18 13:38:10.800000,2022-09-18 13:48:10.800000
5,406504,2022-09-18 14:09:09,2022-09-18 14:19:09
5,639711,2022-09-18 14:35:45.600000,2022-09-18 14:45:45.600000
5,635520,2022-09-18 15:01:22.800000,2022-09-18 15:11:22.800000
5,699004,2022-09-18 15:31:40.800000,2022-09-18 15:41:40.800000
5,606099,2022-09-18 15:45:09.600000,2022-09-18 15:55:09.600000
5,606075,2022-09-18 16:16:02.400000,2022-09-18 16:26:02.400000
5,607077,2022-09-18 17:30:06,2022-09-18 17:40:06
6,645479,2022-09-18 09:00:00,2022-09-18 09:10:00
6,688315,2022-09-18 09:14:59.400000,2022-09-18 09:24:59.400000
6,645415,2022-09-18 09:36:09.600000,2022-09-18 09:46:09.600000
6,609491,2022-09-18 09:48:40.800000,2022-09-18 09:58:40.800000
6,622457,2022-09-18 10:02:04.200000,2022-09-18 10:12:04.200000
6,609096,2022-09-18 10:39:45,2022-09-18 10:49:45
6,646119,2022-09-18 10:50:46.800000,2022-09-18 11:00:46.800000
6,646513,2022-09-18 11:07:16.800000,2022-09-18 11:17:16.800000
6,677536,2022-09-18 11:32:24.600000,2022-09-18 11:42:24.600000
6,609129,2022-09-18 11:47:43.800000,2022-09-18 11:57:43.800000
6,619222,2022-09-18 12:03:52.800000,2022-09-18 12:13:52.800000
6,606574,2022-09-18 12:34:20.400000,2022-09-18 12:44:20.400000
6,698959,2022-09-18 13:21:37.200000,2022-09-18 13:31:37.200000
6,635738,2022-09-18 13:37:09,2022-09-18 13:47:09
6,622385,2022-09-18 13:52:11.400000,2022-09-18 14:02:11.400000
6,607019,2022-09-18 14:40:56.400000,2022-09-18 14:50:56.400000
6,668467,2022-09-18 15:16:09.600000,2022-09-18 15:26:09.600000
6,606584,2022-09-18 16:12:41.400000,2022-09-18 16:22:41.400000
6,635546,2022-09-18 16:24:56.400000,2022-09-18 16:34:56.400000
6,609224,2022-09-18 17:28:53.400000,2022-09-18 17:38:53.400000
6,645467,2022-09-18 17:40:16.800000,2022-09-18 17:50:16.800000
6,676338,2022-09-18 17:52:40.800000,2022-09-18 18:02:40.800000
6,609084,2022-09-18 18:03:09,2022-09-18 18:13:09
6,668120,2022-09-18 18:45:22.200000,2022-09-18 18:55:22.200000
0,676404,2022-09-19 09:00:00,2022-09-19 09:10:00
0,698968,2022-09-19 09:13:58.800000,2022-09-19 09:23:58.800000
0,687663,2022-09-19 09:51:45.600000,2022-09-19 10:01:45.600000
0,689151,2022-09-19 10:32:34.800000,2022-09-19 10:42:34.800000
0,699074,2022-09-19 11:19:01.200000,2022-09-19 11:29:01.200000
0,669217,2022-09-19 11:33:42,2022-09-19 11:43:42
0,646712,2022-09-19 11:57:06.600000,2022-09-19 12:07:06.600000
0,636042,2022-09-19 12:22:51.600000,2022-09-19 12:32:51.600000
0,657523,2022-09-19 12:38:45.600000,2022-09-19 12:48:45.600000
0,619721,2022-09-19 12:54:11.400000,2022-09-19 13:04:11.400000
0,622437,2022-09-19 13:11:19.800000,2022-09-19 13:21:19.800000
0,688351,2022-09-19 13:39:58.200000,2022-09-19 13:49:58.200000
0,677537,2022-09-19 14:22:09,2022-09-19 14:32:09
1,688248,2022-09-19 09:00:00,2022-09-19 09:10:00
1,661160,2022-09-19 09:25:55.800000,2022-09-19 09:35:55.800000
1,688248,2022-09-19 09:51:34.199999999,2022-09-19 10:01:34.199999999
1,668536,2022-09-19 10:38:18,2022-09-19 10:48:18
1,698640,2022-09-19 10:56:47.400000,2022-09-19 11:06:47.400000
1,687696,2022-09-19 11:43:03.600000,2022-09-19 11:53:03.600000
1,619240,2022-09-19 12:38:13.800000,2022-09-19 12:48:13.800000
1,688255,2022-09-19 13:20:42.600000,2022-09-19 13:30:42.600000
1,619202,2022-09-19 13:31:51,2022-09-19 13:41:51
1,686198,2022-09-19 14:16:05.400000,2022-09-19 14:26:05.400000
2,649865,2022-09-19 09:00:00,2022-09-19 09:10:00
2,646860,2022-09-19 09:15:37.800000,2022-09-19 09:25:37.800000
2,682297,2022-09-19 09:39:14.400000,2022-09-19 09:49:14.400000
2,634705,2022-09-19 09:59:03.600000,2022-09-19 10:09:03.600000
2,682180,2022-09-19 10:16:52.800000,2022-09-19 10:26:52.800000
2,629749,2022-09-19 10:34:31.200000,2022-09-19 10:44:31.200000
2,686118,2022-09-19 10:58:40.200000,2022-09-19 11:08:40.200000
2,609166,2022-09-19 11:20:12.600000,2022-09-19 11:30:12.600000
2,622404,2022-09-19 11:39:54.600000,2022-09-19 11:49:54.600000
2,634728,2022-09-19 11:55:29.400000,2022-09-19 12:05:29.400000
2,680319,2022-09-19 12:11:16.200000,2022-09-19 12:21:16.200000
2,649938,2022-09-19 12:26:51,2022-09-19 12:36:51
